customerid,tstamp,page,cart
640184,2017-01-25 01:28:45.000000,SEARCH,
640184,2017-01-25 01:19:55.000000,REVIEW CART,XBOX
640184,2017-01-25 01:31:05.000000,VIEW PRODUCT,
640184,2017-01-25 01:22:16.000000,SEARCH,
640184,2017-01-25 01:35:56.000000,SEARCH,
640184,2017-01-25 01:14:18.000000,VIEW PRODUCT,
640184,2017-01-25 01:17:18.000000,ADD TO CART,XBOX
640184,2017-01-25 01:33:04.000000,SEARCH,
640184,2017-01-25 01:26:22.000000,SEARCH,
640184,2017-01-25 01:23:45.000000,VIEW PRODUCT,
578478,2017-01-29 06:20:18.000000,SEARCH,
578478,2017-01-29 06:32:40.000000,SEARCH,
578478,2017-01-29 06:00:03.000000,SEARCH,
578478,2017-01-29 06:15:13.000000,VIEW PRODUCT,
578478,2017-01-29 06:29:12.000000,VIEW PRODUCT,
578478,2017-01-29 05:58:44.000000,VIEW PRODUCT,
578478,2017-01-26 20:22:20.000000,ADD TO CART,XBOX
578478,2017-01-29 06:04:26.000000,SEARCH,
578478,2017-01-29 06:14:32.000000,SEARCH,
578478,2017-01-29 06:26:51.000000,VIEW PRODUCT,
578478,2017-01-29 06:31:41.000000,SEARCH,
578478,2017-01-29 06:17:37.000000,SEARCH,
578478,2017-01-29 06:12:24.000000,VIEW PRODUCT,
578478,2017-01-29 06:00:21.000000,VIEW PRODUCT,
578478,2017-01-29 06:21:35.000000,VIEW PRODUCT,
578478,2017-01-29 06:05:15.000000,SEARCH,
578478,2017-01-29 06:06:40.000000,SEARCH,
578478,2017-01-29 06:09:03.000000,VIEW PRODUCT,
578478,2017-01-29 06:04:41.000000,VIEW PRODUCT,
578478,2017-01-26 20:20:46.000000,VIEW PRODUCT,
578478,2017-01-29 06:10:14.000000,SEARCH,
578478,2017-01-29 06:01:44.000000,SEARCH,
578478,2017-01-29 05:58:25.000000,VIEW PRODUCT,XBOX
578478,2017-01-29 06:23:10.000000,VIEW PRODUCT,
578478,2017-01-29 06:17:11.000000,VIEW PRODUCT,
578478,2017-01-29 06:30:42.000000,VIEW PRODUCT,
578478,2017-01-29 06:03:30.000000,SEARCH,
578478,2017-01-29 06:26:07.000000,SEARCH,
640653,2017-02-26 15:38:08.000000,ADD TO CART,XBOX
640653,2017-02-26 15:35:41.000000,VIEW PRODUCT,
350904,2017-04-01 13:47:41.000000,VIEW PRODUCT,
350904,2017-03-27 18:04:58.000000,VIEW PRODUCT,XBOX
350904,2017-04-01 13:55:18.000000,VIEW PRODUCT,
350904,2017-04-01 13:48:31.000000,SEARCH,
350904,2017-03-27 18:05:24.000000,REVIEW CART,XBOX
350904,2017-03-27 18:08:11.000000,SHIPPING FAQ,XBOX
350904,2017-03-27 18:02:13.000000,VIEW PRODUCT,
350904,2017-04-01 14:15:35.000000,SEARCH,
350904,2017-04-01 13:58:35.000000,SEARCH,
350904,2017-04-01 14:07:38.000000,SEARCH,
350904,2017-03-27 18:03:31.000000,ADD TO CART,XBOX
350904,2017-04-01 14:03:46.000000,VIEW PRODUCT,
350904,2017-04-01 13:50:49.000000,SEARCH,
350904,2017-04-01 13:57:03.000000,SEARCH,
350904,2017-04-01 14:05:44.000000,VIEW PRODUCT,
350904,2017-04-01 14:01:06.000000,SEARCH,
350904,2017-04-01 14:10:24.000000,SEARCH,
350904,2017-04-01 13:46:47.000000,VIEW PRODUCT,XBOX
350904,2017-04-01 14:14:04.000000,VIEW PRODUCT,
350904,2017-04-01 14:12:06.000000,SEARCH,
350904,2017-04-01 13:52:26.000000,VIEW PRODUCT,
432798,2017-03-01 13:53:53.000000,SHIPPING FAQ,XBOX
432798,2017-03-01 13:46:58.000000,VIEW PRODUCT,
432798,2017-03-01 13:51:08.000000,REVIEW CART,XBOX
432798,2017-03-01 13:48:16.000000,ADD TO CART,XBOX
365525,2017-04-24 10:48:04.000000,VIEW PRODUCT,
365525,2017-04-18 00:36:27.000000,VIEW PRODUCT,
365525,2017-04-24 11:09:17.000000,VIEW PRODUCT,
365525,2017-04-24 11:07:07.000000,VIEW PRODUCT,
365525,2017-04-18 00:45:36.000000,VIEW PRODUCT,
365525,2017-04-24 11:23:13.000000,VIEW PRODUCT,
365525,2017-04-24 11:26:37.000000,SEARCH,
365525,2017-04-24 11:14:27.000000,VIEW PRODUCT,
365525,2017-04-18 01:02:23.000000,VIEW PRODUCT,
365525,2017-04-18 00:43:37.000000,VIEW PRODUCT,
365525,2017-04-18 01:14:05.000000,VIEW PRODUCT,
365525,2017-04-24 10:58:46.000000,SEARCH,
365525,2017-04-24 11:24:44.000000,SEARCH,
365525,2017-04-24 11:09:56.000000,SEARCH,
365525,2017-04-24 11:01:20.000000,VIEW PRODUCT,
365525,2017-04-18 00:41:19.000000,VIEW PRODUCT,
365525,2017-04-18 01:17:04.000000,SEARCH,
365525,2017-04-24 11:02:52.000000,VIEW PRODUCT,
365525,2017-04-18 00:39:06.000000,SEARCH,
365525,2017-04-18 00:54:16.000000,SEARCH,
365525,2017-04-24 10:50:20.000000,ADD TO CART,XBOX
365525,2017-04-18 00:49:25.000000,VIEW PRODUCT,
365525,2017-04-18 00:33:35.000000,VIEW PRODUCT,
365525,2017-04-24 10:51:45.000000,SEARCH,XBOX
365525,2017-04-24 11:20:18.000000,SEARCH,
365525,2017-04-18 00:59:52.000000,VIEW PRODUCT,
365525,2017-04-18 00:57:35.000000,VIEW PRODUCT,
365525,2017-04-18 01:08:10.000000,VIEW PRODUCT,
365525,2017-04-18 00:56:01.000000,SEARCH,
365525,2017-04-24 11:04:30.000000,SEARCH,
365525,2017-04-24 10:56:07.000000,VIEW PRODUCT,
365525,2017-04-18 01:11:23.000000,VIEW PRODUCT,
365525,2017-04-24 11:11:06.000000,VIEW PRODUCT,
365525,2017-04-24 10:54:40.000000,SEARCH,
365525,2017-04-18 01:04:54.000000,VIEW PRODUCT,
365525,2017-04-18 00:46:26.000000,VIEW PRODUCT,
365525,2017-04-24 11:17:23.000000,VIEW PRODUCT,
365525,2017-04-18 00:51:42.000000,SEARCH,
365525,2017-04-18 00:34:14.000000,ADD TO CART,XBOX
365525,2017-04-18 01:12:28.000000,VIEW PRODUCT,
365525,2017-04-24 11:11:56.000000,SEARCH,
365525,2017-04-18 01:06:12.000000,VIEW PRODUCT,
365525,2017-04-24 11:21:26.000000,SEARCH,
365525,2017-04-18 01:08:58.000000,SEARCH,
438834,2017-04-07 07:27:25.000000,REVIEW CART,XBOX
438834,2017-04-07 07:36:36.000000,SEARCH,
438834,2017-04-07 08:22:24.000000,SEARCH,
438834,2017-04-07 07:26:33.000000,SEARCH,XBOX
438834,2017-04-07 08:03:25.000000,SEARCH,
438834,2017-04-07 07:43:55.000000,VIEW PRODUCT,
438834,2017-04-07 07:47:26.000000,SEARCH,
438834,2017-04-07 08:05:11.000000,VIEW PRODUCT,
438834,2017-04-07 08:05:33.000000,VIEW PRODUCT,
438834,2017-04-07 08:07:05.000000,VIEW PRODUCT,
438834,2017-04-07 07:58:46.000000,VIEW PRODUCT,
438834,2017-04-07 07:48:18.000000,VIEW PRODUCT,
438834,2017-04-07 07:32:36.000000,CONFIRM ORDER,XBOX
438834,2017-04-07 08:12:50.000000,VIEW PRODUCT,
438834,2017-04-07 07:52:35.000000,VIEW PRODUCT,
438834,2017-04-07 07:30:15.000000,ENTER PAYMENT INFORMATION,XBOX
438834,2017-04-07 08:02:28.000000,VIEW PRODUCT,
438834,2017-04-07 07:22:52.000000,VIEW PRODUCT,
438834,2017-04-07 08:17:43.000000,VIEW PRODUCT,
438834,2017-04-07 07:39:33.000000,SEARCH,
438834,2017-04-07 08:21:28.000000,VIEW PRODUCT,
438834,2017-04-07 08:19:46.000000,VIEW PRODUCT,
438834,2017-04-07 07:50:42.000000,SEARCH,
438834,2017-04-07 07:55:19.000000,VIEW PRODUCT,
438834,2017-04-07 08:22:42.000000,SEARCH,
438834,2017-04-07 08:24:46.000000,SEARCH,
438834,2017-04-07 08:20:07.000000,VIEW PRODUCT,
438834,2017-04-07 07:44:55.000000,SEARCH,
438834,2017-04-07 07:35:23.000000,VIEW PRODUCT,
438834,2017-04-07 07:28:53.000000,ENTER SHIPPING INFORMATION,XBOX
438834,2017-04-07 08:01:13.000000,VIEW PRODUCT,
438834,2017-04-07 07:24:25.000000,ADD TO CART,XBOX
438834,2017-04-07 08:14:14.000000,SEARCH,
438834,2017-04-07 08:10:58.000000,VIEW PRODUCT,
438834,2017-04-07 08:09:37.000000,SEARCH,
438834,2017-04-07 07:40:57.000000,VIEW PRODUCT,
438834,2017-04-07 08:16:55.000000,VIEW PRODUCT,
438834,2017-04-07 07:35:51.000000,SEARCH,
438834,2017-04-07 07:57:23.000000,VIEW PRODUCT,
458553,2017-03-02 21:48:06.000000,VIEW PRODUCT,
458553,2017-03-02 21:55:43.000000,VIEW PRODUCT,
458553,2017-03-02 21:56:48.000000,VIEW PRODUCT,
458553,2017-03-02 21:59:25.000000,VIEW PRODUCT,
458553,2017-03-02 21:43:08.000000,ADD TO CART,XBOX
458553,2017-03-02 21:50:37.000000,VIEW PRODUCT,
458553,2017-03-02 21:58:57.000000,VIEW PRODUCT,
458553,2017-03-02 21:41:47.000000,VIEW PRODUCT,
458553,2017-03-02 22:00:56.000000,SEARCH,
458553,2017-03-02 21:44:25.000000,REVIEW CART,XBOX
458553,2017-03-02 21:46:08.000000,VIEW PRODUCT,
458553,2017-03-02 21:53:14.000000,SEARCH,
607720,2017-01-29 04:02:16.000000,VIEW PRODUCT,
607720,2017-01-29 04:13:32.000000,SEARCH,
607720,2017-01-29 04:11:28.000000,SEARCH,
607720,2017-01-29 04:07:00.000000,SEARCH,
607720,2017-01-29 04:01:32.000000,SEARCH,
607720,2017-01-29 03:59:04.000000,ADD TO CART,XBOX
607720,2017-01-29 04:04:53.000000,VIEW PRODUCT,
607720,2017-01-29 04:13:07.000000,SEARCH,
607720,2017-01-29 04:09:39.000000,VIEW PRODUCT,
607720,2017-01-29 03:58:03.000000,VIEW PRODUCT,
497991,2017-02-26 17:16:39.000000,ADD TO CART,XBOX
497991,2017-02-26 17:15:16.000000,VIEW PRODUCT,
497991,2017-02-26 17:16:57.000000,VIEW PRODUCT,XBOX
401924,2017-03-02 18:08:24.000000,SEARCH,
401924,2017-03-02 18:14:07.000000,VIEW PRODUCT,
401924,2017-03-02 18:13:03.000000,VIEW PRODUCT,
401924,2017-03-02 18:21:02.000000,VIEW PRODUCT,
401924,2017-03-02 18:36:10.000000,VIEW PRODUCT,
401924,2017-03-02 18:21:46.000000,SEARCH,
401924,2017-03-02 18:23:55.000000,SEARCH,
401924,2017-03-02 17:58:33.000000,HOME PAGE,
401924,2017-03-02 18:18:31.000000,VIEW PRODUCT,
401924,2017-03-02 18:38:58.000000,SEARCH,
401924,2017-03-02 18:11:05.000000,VIEW PRODUCT,
401924,2017-03-02 18:10:23.000000,VIEW PRODUCT,
401924,2017-03-02 18:16:43.000000,VIEW PRODUCT,
401924,2017-03-02 18:12:33.000000,SEARCH,
401924,2017-03-02 17:59:56.000000,SEARCH,
401924,2017-03-02 18:29:13.000000,SEARCH,
401924,2017-03-02 18:33:27.000000,VIEW PRODUCT,
401924,2017-03-02 18:04:06.000000,SEARCH,
401924,2017-03-02 18:28:02.000000,VIEW PRODUCT,
401924,2017-03-02 18:24:35.000000,SEARCH,
401924,2017-03-02 18:36:46.000000,VIEW PRODUCT,
401924,2017-03-02 18:31:32.000000,VIEW PRODUCT,
401924,2017-03-02 18:26:59.000000,SEARCH,
401924,2017-03-02 18:05:53.000000,SEARCH,
401924,2017-03-02 18:01:59.000000,SEARCH,
401924,2017-03-02 18:33:43.000000,VIEW PRODUCT,
401924,2017-03-02 18:30:42.000000,VIEW PRODUCT,
431206,2017-04-10 09:56:59.000000,VIEW PRODUCT,
431206,2017-04-10 10:19:52.000000,VIEW PRODUCT,
431206,2017-04-10 09:04:43.000000,VIEW PRODUCT,
431206,2017-04-10 10:09:21.000000,SEARCH,
431206,2017-04-10 10:10:16.000000,SEARCH,
431206,2017-04-10 10:13:57.000000,VIEW PRODUCT,
431206,2017-04-10 09:34:50.000000,VIEW PRODUCT,
431206,2017-04-10 09:30:32.000000,SEARCH,
431206,2017-04-10 09:51:00.000000,VIEW PRODUCT,
431206,2017-04-10 09:12:32.000000,VIEW PRODUCT,
431206,2017-04-10 09:53:48.000000,VIEW PRODUCT,
431206,2017-04-10 09:59:45.000000,SEARCH,
431206,2017-04-10 10:13:01.000000,SEARCH,
431206,2017-04-10 09:45:29.000000,SEARCH,
431206,2017-04-10 09:24:56.000000,VIEW PRODUCT,
431206,2017-04-10 10:20:25.000000,SEARCH,
431206,2017-04-10 09:32:53.000000,VIEW PRODUCT,
431206,2017-04-10 09:17:52.000000,VIEW PRODUCT,
431206,2017-04-10 10:19:29.000000,VIEW PRODUCT,
431206,2017-04-10 09:48:07.000000,VIEW PRODUCT,
431206,2017-04-10 09:43:04.000000,SEARCH,
431206,2017-04-10 10:15:50.000000,VIEW PRODUCT,
431206,2017-04-10 09:39:52.000000,VIEW PRODUCT,
431206,2017-04-10 09:07:34.000000,VIEW PRODUCT,
431206,2017-04-10 10:11:35.000000,SEARCH,
431206,2017-04-10 09:09:38.000000,VIEW PRODUCT,
431206,2017-04-10 09:31:13.000000,SEARCH,
431206,2017-04-10 09:56:18.000000,VIEW PRODUCT,
431206,2017-04-10 09:01:24.000000,VIEW PRODUCT,
431206,2017-04-10 09:03:46.000000,VIEW PRODUCT,
431206,2017-04-10 09:41:20.000000,VIEW PRODUCT,
431206,2017-04-10 09:39:07.000000,SEARCH,
431206,2017-04-10 09:15:13.000000,SEARCH,
431206,2017-04-10 09:46:04.000000,VIEW PRODUCT,
431206,2017-04-10 09:50:20.000000,SEARCH,
431206,2017-04-10 09:17:23.000000,VIEW PRODUCT,
431206,2017-04-10 09:15:44.000000,VIEW PRODUCT,
431206,2017-04-10 10:17:27.000000,SEARCH,
431206,2017-04-10 10:03:29.000000,SEARCH,
431206,2017-04-10 09:27:50.000000,SEARCH,
431206,2017-04-10 09:36:13.000000,SEARCH,
431206,2017-04-10 09:22:47.000000,VIEW PRODUCT,
431206,2017-04-10 09:20:32.000000,VIEW PRODUCT,
431206,2017-04-10 10:00:39.000000,VIEW PRODUCT,
431206,2017-04-10 10:06:23.000000,SEARCH,
593545,2017-04-22 10:46:45.000000,SEARCH,
593545,2017-04-22 10:31:03.000000,SEARCH,
593545,2017-04-22 10:28:43.000000,VIEW PRODUCT,
593545,2017-04-22 11:02:50.000000,VIEW PRODUCT,
593545,2017-04-22 10:28:23.000000,SEARCH,
593545,2017-04-22 10:44:58.000000,SEARCH,
593545,2017-04-22 10:56:10.000000,SEARCH,
593545,2017-04-22 10:32:05.000000,VIEW PRODUCT,
593545,2017-04-22 10:37:15.000000,VIEW PRODUCT,
593545,2017-04-22 10:25:59.000000,VIEW PRODUCT,
593545,2017-04-22 10:42:17.000000,VIEW PRODUCT,
593545,2017-04-22 10:24:49.000000,VIEW PRODUCT,
593545,2017-04-22 10:50:15.000000,SEARCH,
593545,2017-04-22 10:23:22.000000,SEARCH,
593545,2017-04-22 10:20:44.000000,HOME PAGE,
593545,2017-04-22 10:39:24.000000,VIEW PRODUCT,
593545,2017-04-22 10:59:04.000000,SEARCH,
593545,2017-04-22 11:04:10.000000,SEARCH,
593545,2017-04-22 10:53:38.000000,VIEW PRODUCT,
593545,2017-04-22 10:47:38.000000,SEARCH,
593545,2017-04-22 11:01:21.000000,SEARCH,
593545,2017-04-22 10:51:00.000000,VIEW PRODUCT,
593545,2017-04-22 10:21:38.000000,SEARCH,
593545,2017-04-22 10:34:49.000000,VIEW PRODUCT,
482653,2017-04-16 08:17:15.000000,SEARCH,
482653,2017-04-16 08:22:03.000000,VIEW PRODUCT,
482653,2017-04-16 08:30:04.000000,SEARCH,
482653,2017-04-16 08:24:39.000000,VIEW PRODUCT,
482653,2017-04-16 08:29:36.000000,VIEW PRODUCT,
482653,2017-04-16 08:22:55.000000,SEARCH,
482653,2017-04-16 08:26:51.000000,SEARCH,
482653,2017-04-16 08:19:41.000000,VIEW PRODUCT,
482653,2017-04-16 08:15:31.000000,HOME PAGE,
482653,2017-04-16 08:28:19.000000,SEARCH,
574415,2017-03-13 00:24:57.000000,VIEW PRODUCT,
574415,2017-03-13 00:31:35.000000,VIEW PRODUCT,
574415,2017-03-13 00:12:40.000000,VIEW PRODUCT,
574415,2017-03-13 00:18:28.000000,VIEW PRODUCT,
574415,2017-03-13 00:33:08.000000,VIEW PRODUCT,
574415,2017-03-13 00:38:41.000000,SEARCH,
574415,2017-03-13 00:15:26.000000,SEARCH,
574415,2017-03-13 00:21:24.000000,SEARCH,
574415,2017-03-13 00:27:29.000000,SEARCH,
574415,2017-03-13 00:36:04.000000,VIEW PRODUCT,
574415,2017-03-13 00:42:08.000000,SEARCH,
574415,2017-03-13 00:40:46.000000,VIEW PRODUCT,
574415,2017-03-13 00:23:58.000000,SEARCH,
574415,2017-03-13 00:16:53.000000,SEARCH,
574415,2017-03-13 00:31:59.000000,SEARCH,
574415,2017-03-13 00:09:43.000000,HOME PAGE,
574415,2017-03-13 00:17:41.000000,SEARCH,
574415,2017-03-13 00:43:14.000000,SEARCH,
574415,2017-03-13 00:28:35.000000,VIEW PRODUCT,
574415,2017-03-13 00:39:15.000000,SEARCH,
650864,2017-01-11 12:03:05.000000,SEARCH,
650864,2017-01-11 12:14:02.000000,SEARCH,
650864,2017-01-11 11:59:00.000000,SEARCH,
650864,2017-01-11 12:08:55.000000,VIEW PRODUCT,
650864,2017-01-11 12:06:59.000000,SEARCH,
650864,2017-01-11 11:56:10.000000,VIEW PRODUCT,
650864,2017-01-11 12:11:53.000000,VIEW PRODUCT,
650864,2017-01-11 12:16:23.000000,VIEW PRODUCT,
650864,2017-01-11 12:17:09.000000,VIEW PRODUCT,
650864,2017-01-11 12:24:00.000000,SEARCH,
650864,2017-01-11 12:18:40.000000,SEARCH,
650864,2017-01-11 12:21:40.000000,SEARCH,
650864,2017-01-11 12:05:49.000000,VIEW PRODUCT,
650864,2017-01-11 11:54:48.000000,HOME PAGE,
650864,2017-01-11 12:04:40.000000,VIEW PRODUCT,
650864,2017-01-11 12:01:30.000000,VIEW PRODUCT,
566236,2017-02-14 07:57:26.000000,SEARCH,
566236,2017-02-14 07:53:55.000000,HOME PAGE,
566236,2017-02-14 07:54:42.000000,SEARCH,
566236,2017-02-14 08:00:26.000000,VIEW PRODUCT,
566236,2017-02-14 07:58:06.000000,VIEW PRODUCT,
566236,2017-02-14 08:03:23.000000,SEARCH,
354078,2017-01-10 08:41:32.000000,VIEW PRODUCT,
354078,2017-01-10 08:44:01.000000,VIEW PRODUCT,
354078,2017-01-10 08:46:29.000000,SEARCH,
354078,2017-01-10 08:41:17.000000,VIEW PRODUCT,
354078,2017-01-10 08:39:09.000000,HOME PAGE,
354078,2017-01-10 08:47:53.000000,SEARCH,
354078,2017-01-10 08:49:40.000000,VIEW PRODUCT,
354078,2017-01-10 08:51:08.000000,SEARCH,
354078,2017-01-10 08:52:33.000000,SEARCH,
354078,2017-01-10 08:53:32.000000,SEARCH,
354078,2017-01-10 08:54:23.000000,SEARCH,
354078,2017-01-10 08:40:04.000000,VIEW PRODUCT,
455344,2017-04-18 23:20:01.000000,SEARCH,
455344,2017-04-18 23:06:46.000000,HOME PAGE,
455344,2017-04-18 23:09:10.000000,VIEW PRODUCT,
455344,2017-04-18 23:07:02.000000,SEARCH,
455344,2017-04-18 23:14:59.000000,SEARCH,
455344,2017-04-18 23:13:28.000000,VIEW PRODUCT,
455344,2017-04-18 23:20:42.000000,SEARCH,
455344,2017-04-18 23:12:23.000000,VIEW PRODUCT,
455344,2017-04-18 23:17:59.000000,SEARCH,
455344,2017-04-18 23:13:51.000000,VIEW PRODUCT,
455344,2017-04-18 23:21:57.000000,SEARCH,
455344,2017-04-18 23:09:25.000000,SEARCH,
398511,2017-04-18 23:43:35.000000,HOME PAGE,
398511,2017-04-19 00:08:08.000000,VIEW PRODUCT,
398511,2017-04-18 23:48:19.000000,VIEW PRODUCT,
398511,2017-04-19 00:00:06.000000,SEARCH,
398511,2017-04-19 00:09:31.000000,VIEW PRODUCT,
398511,2017-04-19 00:02:39.000000,VIEW PRODUCT,
398511,2017-04-18 23:45:23.000000,VIEW PRODUCT,
398511,2017-04-18 23:55:31.000000,VIEW PRODUCT,
398511,2017-04-19 00:04:34.000000,SEARCH,
398511,2017-04-18 23:57:26.000000,SEARCH,
398511,2017-04-18 23:52:39.000000,VIEW PRODUCT,
398511,2017-04-18 23:51:08.000000,VIEW PRODUCT,
398511,2017-04-18 23:49:05.000000,VIEW PRODUCT,
398511,2017-04-18 23:47:46.000000,SEARCH,
398511,2017-04-19 00:05:48.000000,SEARCH,
398511,2017-04-19 00:12:15.000000,SEARCH,
398511,2017-04-18 23:49:47.000000,SEARCH,
533341,2017-04-28 15:23:23.000000,VIEW PRODUCT,
533341,2017-04-28 15:29:43.000000,VIEW PRODUCT,
533341,2017-04-28 15:31:48.000000,SEARCH,
533341,2017-04-28 15:52:35.000000,SEARCH,
533341,2017-04-28 15:55:05.000000,VIEW PRODUCT,
533341,2017-04-28 15:56:49.000000,SEARCH,
533341,2017-04-28 16:03:59.000000,VIEW PRODUCT,
533341,2017-04-28 16:06:38.000000,VIEW PRODUCT,
533341,2017-04-28 16:08:51.000000,SEARCH,
533341,2017-04-28 16:12:09.000000,VIEW PRODUCT,
533341,2017-04-28 16:13:54.000000,SEARCH,
533341,2017-04-28 15:48:21.000000,SEARCH,
533341,2017-04-28 15:49:58.000000,VIEW PRODUCT,
533341,2017-04-28 15:58:21.000000,VIEW PRODUCT,
533341,2017-04-28 15:46:12.000000,SEARCH,
533341,2017-04-28 15:36:50.000000,SEARCH,
533341,2017-04-28 15:41:13.000000,SEARCH,
533341,2017-04-28 15:39:30.000000,SEARCH,
533341,2017-04-28 15:43:35.000000,VIEW PRODUCT,
533341,2017-04-28 15:34:31.000000,VIEW PRODUCT,
533341,2017-04-28 15:27:11.000000,SEARCH,
533341,2017-04-28 15:22:15.000000,VIEW PRODUCT,
533341,2017-04-28 15:21:23.000000,SEARCH,
533341,2017-04-28 15:19:34.000000,VIEW PRODUCT,
533341,2017-04-28 15:47:41.000000,SEARCH,
533341,2017-04-28 15:47:11.000000,SEARCH,
533341,2017-04-28 15:26:56.000000,SEARCH,
533341,2017-04-28 15:24:39.000000,SEARCH,
533341,2017-04-28 16:01:09.000000,SEARCH,
533341,2017-04-28 16:11:35.000000,VIEW PRODUCT,
630386,2017-01-27 04:10:10.000000,SEARCH,
630386,2017-01-27 04:12:34.000000,SEARCH,
630386,2017-01-27 04:07:18.000000,HOME PAGE,SWITCH
630386,2017-01-27 04:20:23.000000,SEARCH,
630386,2017-01-27 04:19:36.000000,SEARCH,
630386,2017-01-27 04:17:23.000000,VIEW PRODUCT,
630386,2017-01-27 04:14:32.000000,VIEW PRODUCT,
630386,2017-01-27 04:15:21.000000,VIEW PRODUCT,
479240,2017-02-25 14:22:24.000000,VIEW PRODUCT,
479240,2017-02-25 14:19:53.000000,VIEW PRODUCT,
479240,2017-02-25 14:24:09.000000,SEARCH,
479240,2017-02-25 14:27:00.000000,VIEW PRODUCT,
479240,2017-02-25 14:17:00.000000,SEARCH,
479240,2017-02-25 14:14:33.000000,VIEW PRODUCT,
479240,2017-02-25 14:14:15.000000,SEARCH,
479240,2017-02-25 14:11:04.000000,SEARCH,
479240,2017-02-25 14:13:48.000000,SEARCH,
479240,2017-02-25 14:10:30.000000,SEARCH,
479240,2017-02-25 14:07:39.000000,VIEW PRODUCT,
479240,2017-02-25 14:18:36.000000,SEARCH,
479240,2017-02-25 14:27:38.000000,SEARCH,
479240,2017-02-25 14:25:18.000000,VIEW PRODUCT,
682119,2017-01-27 10:11:40.000000,SEARCH,
682119,2017-01-27 10:14:27.000000,VIEW PRODUCT,
682119,2017-01-27 10:16:30.000000,SEARCH,
682119,2017-01-27 10:17:58.000000,SEARCH,
682119,2017-01-27 10:04:49.000000,HOME PAGE,
682119,2017-01-27 10:07:24.000000,VIEW PRODUCT,
682119,2017-01-27 10:05:57.000000,SEARCH,
682119,2017-01-27 10:10:02.000000,SEARCH,
673940,2017-04-05 07:55:21.000000,VIEW PRODUCT,
673940,2017-04-05 07:49:51.000000,VIEW PRODUCT,
673940,2017-04-05 07:49:22.000000,SEARCH,
673940,2017-04-05 07:41:32.000000,SEARCH,
673940,2017-04-05 07:42:49.000000,VIEW PRODUCT,
673940,2017-04-05 07:41:11.000000,HOME PAGE,
673940,2017-04-05 07:44:50.000000,VIEW PRODUCT,
673940,2017-04-05 07:47:19.000000,SEARCH,
673940,2017-04-05 07:52:45.000000,SEARCH,
673940,2017-04-05 07:56:17.000000,SEARCH,
461496,2017-02-07 09:48:48.000000,VIEW PRODUCT,
461496,2017-02-07 09:52:41.000000,VIEW PRODUCT,
461496,2017-02-07 09:51:12.000000,VIEW PRODUCT,
461496,2017-02-07 09:56:58.000000,SEARCH,
461496,2017-02-07 09:54:10.000000,SEARCH,
461496,2017-02-07 09:46:37.000000,VIEW PRODUCT,
518573,2017-03-13 01:48:24.000000,SEARCH,
518573,2017-03-13 01:54:29.000000,SEARCH,
518573,2017-03-13 01:20:38.000000,HOME PAGE,
518573,2017-03-13 01:23:00.000000,SEARCH,
518573,2017-03-13 01:25:41.000000,SEARCH,
518573,2017-03-13 01:26:27.000000,VIEW PRODUCT,
518573,2017-03-13 01:27:55.000000,VIEW PRODUCT,
518573,2017-03-13 01:29:44.000000,SEARCH,
518573,2017-03-13 01:52:23.000000,SEARCH,
518573,2017-03-13 01:30:57.000000,VIEW PRODUCT,
518573,2017-03-13 01:33:10.000000,VIEW PRODUCT,
518573,2017-03-13 01:35:37.000000,SEARCH,
518573,2017-03-13 01:36:02.000000,VIEW PRODUCT,
518573,2017-03-13 01:37:09.000000,SEARCH,
518573,2017-03-13 01:39:35.000000,VIEW PRODUCT,
518573,2017-03-13 01:40:08.000000,SEARCH,
518573,2017-03-13 01:43:02.000000,VIEW PRODUCT,
518573,2017-03-13 01:44:33.000000,SEARCH,
518573,2017-03-13 01:46:06.000000,SEARCH,
518573,2017-03-13 01:50:48.000000,SEARCH,
518573,2017-03-13 01:46:43.000000,VIEW PRODUCT,
500829,2017-04-07 11:32:18.000000,HOME PAGE,
500829,2017-04-07 11:34:36.000000,SEARCH,
500829,2017-04-07 11:44:01.000000,SEARCH,
500829,2017-04-07 11:45:03.000000,VIEW PRODUCT,
500829,2017-04-07 11:47:50.000000,VIEW PRODUCT,
500829,2017-04-07 11:35:06.000000,SEARCH,
500829,2017-04-07 11:36:54.000000,VIEW PRODUCT,
500829,2017-04-07 11:37:50.000000,VIEW PRODUCT,
500829,2017-04-07 11:39:51.000000,VIEW PRODUCT,
500829,2017-04-07 11:45:56.000000,VIEW PRODUCT,
500829,2017-04-07 11:49:03.000000,SEARCH,
500829,2017-04-07 11:50:33.000000,SEARCH,
500829,2017-04-07 11:52:49.000000,VIEW PRODUCT,
500829,2017-04-07 11:55:27.000000,SEARCH,
500829,2017-04-07 11:41:23.000000,SEARCH,
500829,2017-04-07 12:10:20.000000,SEARCH,
500829,2017-04-07 11:57:50.000000,VIEW PRODUCT,
500829,2017-04-07 12:00:30.000000,SEARCH,
500829,2017-04-07 12:02:07.000000,VIEW PRODUCT,
500829,2017-04-07 12:04:20.000000,SEARCH,
500829,2017-04-07 12:05:45.000000,VIEW PRODUCT,
500829,2017-04-07 12:07:27.000000,VIEW PRODUCT,
500829,2017-04-07 12:08:17.000000,SEARCH,
491264,2017-01-12 17:44:03.000000,VIEW PRODUCT,
491264,2017-01-12 17:41:41.000000,VIEW PRODUCT,
